cell_id,entrez_id,expression
1,11592,8
1,11593,8
1,11595,8
1,11596,8
1,11600,8
1,11601,8
1,11602,8
1,11603,8
1,11604,8
1,11605,8
1,11606,8
1,11607,8
1,11608,8
1,11609,8
1,11610,8
1,11611,8
1,11614,8
1,11615,8
1,11622,8
1,11624,8
1,11625,8
1,11628,8
1,11629,8
1,11630,8
1,11632,8
1,11634,8
1,11636,8
1,11637,8
1,11639,8
1,11640,8
1,11641,8
1,11642,8
1,11643,8
1,11647,8
1,11648,8
1,11650,8
1,11651,8
1,11652,8
1,11655,8
1,11656,8
1,11657,8
1,11658,8
1,11666,8
1,11668,8
1,11669,8
1,11670,8
1,11671,8
1,11674,8
1,11676,8
1,11677,8
1,11682,8
1,11684,8
1,11685,8
1,11686,8
1,11687,8
1,11688,8
1,11689,8
1,11690,8
1,11691,8
1,11692,8
1,11694,8
1,11695,8
1,11697,8
1,11698,8
1,11699,8
1,11700,8
1,11701,8
1,11702,8
1,11704,8
1,11705,8
1,11717,8
1,11720,8
1,11722,8
1,11727,8
1,11728,8
1,11730,8
1,11731,8
1,11732,8
1,11733,8
1,11735,8
1,11736,8
1,11737,8
1,11739,8
1,11740,0
1,11743,0
1,11744,0
1,11745,0
1,11746,0
1,11747,0
1,11749,0
1,11750,0
1,11752,0
1,11753,0
1,11754,0
1,11757,0
1,11758,0
1,11761,0
1,11763,0
1,11764,0
1,11765,0
1,11766,0
1,11767,0
1,11768,0
1,11769,0
1,11770,0
1,11771,0
1,11772,0
1,11773,0
1,11774,0
1,11775,0
1,11776,0
1,11777,0
1,11778,0
1,11781,0
1,11782,0
1,11783,0
1,11784,0
1,11785,0
1,11787,0
1,11789,0
1,11790,0
1,11792,0
1,11793,0
1,11796,0
1,11797,0
1,11798,0
1,11799,0
1,11800,0
1,11801,0
1,11803,0
1,11804,0
1,11806,0
1,11807,0
1,11808,0
1,11810,0
1,11811,0
1,11812,0
1,11813,0
1,11814,0
1,11815,0
1,11816,0
1,11818,0
1,11819,0
1,11820,0
1,11821,0
1,11826,0
1,11827,0
1,11828,0
1,11829,0
1,11830,0
1,11831,0
1,11832,0
1,11833,0
1,11834,0
1,11835,0
1,11836,0
1,11837,0
1,11838,0
1,11839,0
1,11840,0
1,11841,0
1,11842,0
1,11843,0
1,11844,0
1,11845,0
1,11846,0
1,11847,0
1,11848,0
1,11849,0
1,11850,0
1,11851,0
1,11852,5
1,11853,3
1,11854,2
1,11855,5
1,11856,2
1,11857,3
1,11858,5
1,11859,4
1,11861,5
1,11863,2
1,11933,4
2,11287,3
2,11298,3
2,11302,2
2,11303,3
2,11304,4
2,11305,2
2,11306,5
2,11307,3
2,11308,4
2,11350,3
2,11352,0
2,11354,0
2,11358,0
2,11363,0
2,11364,0
2,11370,0
2,11409,0
2,11416,0
2,11418,0
2,11419,0
2,11421,0
2,11423,0
2,11425,0
2,11426,0
2,11428,0
2,11429,0
2,11430,0
2,11431,0
2,11432,0
2,11433,0
2,11434,0
2,11435,0
2,11438,0
2,11440,0
2,11441,0
2,11443,0
2,11444,0
2,11447,0
2,11448,0
2,11449,0
2,11450,0
2,11451,0
2,11452,0
2,11459,0
2,11461,0
2,11464,0
2,11465,0
2,11468,0
2,11470,0
2,11471,0
2,11472,0
2,11474,0
2,11475,0
2,11477,0
2,11479,0
2,11480,0
2,11481,0
2,11482,0
2,11484,0
2,11486,0
2,11487,0
2,11488,0
2,11489,0
2,11490,0
2,11491,0
2,11492,0
2,11495,0
2,11496,0
2,11497,0
2,11498,0
2,11499,0
2,11500,0
2,11501,0
2,11502,0
2,11504,0
2,11512,0
2,11513,0
2,11514,0
2,11515,0
2,11516,0
2,11517,0
2,11518,0
2,11519,0
2,11520,0
2,11522,0
2,11529,0
2,11532,0
2,11533,0
2,11534,0
2,11535,0
2,11536,0
2,11537,0
2,11538,0
2,11539,0
2,11540,0
2,11541,0
2,11542,0
2,11544,0
2,11545,0
2,11546,0
2,11548,0
2,11549,0
2,11550,0
2,11551,0
2,11552,0
2,11553,0
2,11554,0
2,11555,0
2,11556,0
2,11564,0
2,11565,0
2,11566,0
2,11567,0
2,11568,0
2,11569,0
2,11571,0
2,11572,0
2,11576,0
2,11592,0
2,11593,0
2,11595,0
2,11596,0
2,11600,0
2,11601,0
2,11602,0
2,11603,0
2,11604,0
2,11605,0
2,11606,0
2,11607,0
2,11608,0
2,11609,0
2,11610,0
2,11611,0
2,11614,0
2,11615,0
2,11622,0
2,11624,0
2,11625,0
2,11628,0
2,11629,0
2,11630,0
2,11632,0
2,11634,0
2,11636,0
2,11637,0
2,11639,0
2,11640,0
2,11641,0
2,11642,0
2,11643,0
2,11647,0
2,11648,0
2,11650,0
2,11651,0
2,11652,0
2,11655,0
2,11656,0
2,11657,0
2,11658,0
2,11666,0
2,11668,0
2,11669,0
2,11670,0
2,11671,0
2,11674,0
2,11676,0
2,11677,0
2,11682,0
2,11684,0
2,11685,0
2,11686,0
2,11687,0
2,11688,0
2,11689,0
2,11690,0
2,11691,0
2,11692,0
2,11694,0
2,11695,0
2,11697,0
2,11698,0
2,11699,0
2,11700,0
2,11701,0
2,11702,0
2,11704,0
2,11705,0
2,11717,0
2,11720,0
2,11722,0
2,11727,0
2,11728,0
2,11730,0
2,11731,0
2,11732,0
2,11733,0
2,11735,0
2,11736,0
2,11737,0
2,11739,8
2,11740,8
2,11743,8
2,11744,8
2,11745,8
2,11746,8
2,11747,8
2,11749,8
2,11750,8
2,11752,8
2,11753,8
2,11754,8
2,11757,8
2,11758,8
2,11761,8
2,11763,8
2,11764,8
2,11765,8
2,11766,8
2,11767,8
2,11768,8
2,11769,8
2,11770,8
2,11771,8
2,11772,8
2,11773,8
2,11774,8
2,11775,8
2,11776,8
2,11777,8
2,11778,8
2,11781,8
2,11782,8
2,11783,8
2,11784,8
2,11785,8
2,11787,8
2,11789,8
2,11790,8
2,11792,8
2,11793,8
2,11796,8
2,11797,8
2,11798,8
2,11799,8
2,11800,8
2,11801,8
2,11803,8
2,11804,8
2,11806,8
2,11807,8
2,11808,8
2,11810,8
2,11811,8
2,11812,8
2,11813,8
2,11814,8
2,11815,8
2,11816,8
2,11818,8
2,11819,8
2,11820,8
2,11821,8
2,11826,8
2,11827,8
2,11828,8
2,11829,8
2,11830,8
2,11831,8
2,11832,8
2,11833,8
2,11834,8
2,11835,8
2,11836,8
2,11837,8
2,11838,8
2,11839,8
2,11840,8
2,11841,8
2,11842,8
2,11843,8
2,11844,8
2,11845,8
2,11846,8
2,11847,8
2,11848,8
2,11849,8
2,11850,8
2,11851,8
2,11852,3
2,11853,2
2,11854,3
2,11855,5
2,11856,2
2,11857,3
2,11858,3
2,11859,5
2,11861,5
2,11863,4
2,11933,3
3,11287,3
3,11298,4
3,11302,2
3,11303,5
3,11304,2
3,11305,5
3,11306,5
3,11307,2
3,11308,3
3,11350,3
3,11352,8
3,11354,8
3,11358,8
3,11363,8
3,11364,8
3,11370,8
3,11409,8
3,11416,8
3,11418,8
3,11419,8
3,11421,8
3,11423,8
3,11425,8
3,11426,8
3,11428,8
3,11429,8
3,11430,8
3,11431,8
3,11432,8
3,11433,8
3,11434,8
3,11435,8
3,11438,8
3,11440,8
3,11441,8
3,11443,8
3,11444,8
3,11447,8
3,11448,8
3,11449,8
3,11450,8
3,11451,8
3,11452,8
3,11459,8
3,11461,8
3,11464,8
3,11465,8
3,11468,8
3,11470,8
3,11471,8
3,11472,8
3,11474,8
3,11475,8
3,11477,8
3,11479,8
3,11480,8
3,11481,8
3,11482,8
3,11484,8
3,11486,8
3,11487,8
3,11488,8
3,11489,8
3,11490,8
3,11491,8
3,11492,8
3,11495,8
3,11496,8
3,11497,8
3,11498,8
3,11499,8
3,11500,8
3,11501,8
3,11502,8
3,11504,8
3,11512,8
3,11513,8
3,11514,8
3,11515,8
3,11516,8
3,11517,8
3,11518,8
3,11519,8
3,11520,8
3,11522,8
3,11529,8
3,11532,8
3,11533,8
3,11534,8
3,11535,8
3,11536,8
3,11537,8
3,11538,8
3,11539,8
3,11540,8
3,11541,8
3,11542,8
3,11544,8
3,11545,8
3,11546,8
3,11548,8
3,11549,0
3,11550,0
3,11551,0
3,11552,0
3,11553,0
3,11554,0
3,11555,0
3,11556,0
3,11564,0
3,11565,0
3,11566,0
3,11567,0
3,11568,0
3,11569,0
3,11571,0
3,11572,0
3,11576,0
3,11592,0
3,11593,0
3,11595,0
3,11596,0
3,11600,0
3,11601,0
3,11602,0
3,11603,0
3,11604,0
3,11605,0
3,11606,0
3,11607,0
3,11608,0
3,11609,0
3,11610,0
3,11611,0
3,11614,0
3,11615,0
3,11622,0
3,11624,0
3,11625,0
3,11628,0
3,11629,0
3,11630,0
3,11632,0
3,11634,0
3,11636,0
3,11637,0
3,11639,0
3,11640,0
3,11641,0
3,11642,0
3,11643,0
3,11647,0
3,11648,0
3,11650,0
3,11651,0
3,11652,0
3,11655,0
3,11656,0
3,11657,0
3,11658,0
3,11666,0
3,11668,0
3,11669,0
3,11670,0
3,11671,0
3,11674,0
3,11676,0
3,11677,0
3,11682,0
3,11684,0
3,11685,0
3,11686,0
3,11687,0
3,11688,0
3,11689,0
3,11690,0
3,11691,0
3,11692,0
3,11694,0
3,11695,0
3,11697,0
3,11698,0
3,11699,0
3,11700,0
3,11701,0
3,11702,0
3,11704,0
3,11705,0
3,11717,0
3,11720,0
3,11722,0
3,11727,0
3,11728,0
3,11730,0
3,11731,0
3,11732,0
3,11733,0
3,11735,0
3,11736,0
3,11737,0
3,11739,0
3,11740,0
3,11743,0
3,11744,0
3,11745,0
3,11746,0
3,11747,0
3,11749,0
3,11750,0
3,11752,0
3,11753,0
3,11754,0
3,11757,0
3,11758,0
3,11761,0
3,11763,0
3,11764,0
3,11765,0
3,11766,0
3,11767,0
3,11768,0
3,11769,0
3,11770,0
3,11771,0
3,11772,0
3,11773,0
3,11774,0
3,11775,0
3,11776,0
3,11777,0
3,11778,0
3,11781,0
3,11782,0
3,11783,0
3,11784,0
3,11785,0
3,11787,0
3,11789,0
3,11790,0
3,11792,0
3,11793,0
3,11796,0
3,11797,0
3,11798,0
3,11799,0
3,11800,0
3,11801,0
3,11803,0
3,11804,0
3,11806,0
3,11807,0
3,11808,0
3,11810,0
3,11811,0
3,11812,0
3,11813,0
3,11814,0
3,11815,0
3,11816,0
3,11818,0
3,11819,0
3,11820,0
3,11821,0
3,11826,0
3,11827,0
3,11828,0
3,11829,0
3,11830,0
3,11831,0
3,11832,0
3,11833,0
3,11834,0
3,11835,0
3,11836,0
3,11837,0
3,11838,0
3,11839,0
3,11840,0
3,11841,0
3,11842,0
3,11843,0
3,11844,0
3,11845,0
3,11846,0
3,11847,0
3,11848,0
3,11849,0
3,11850,0
3,11851,0
3,11852,5
3,11853,3
3,11854,2
3,11855,5
3,11856,4
3,11857,2
3,11858,3
3,11859,2
3,11861,4
3,11863,3
3,11933,3
4,11287,5
4,11298,5
4,11302,3
4,11303,2
4,11304,4
4,11305,5
4,11306,5
4,11307,2
4,11308,4
4,11350,4
4,11352,0
4,11354,0
4,11358,0
4,11363,0
4,11364,0
4,11370,0
4,11409,0
4,11416,0
4,11418,0
4,11419,0
4,11421,0
4,11423,0
4,11425,0
4,11426,0
4,11428,0
4,11429,0
4,11430,0
4,11431,0
4,11432,0
4,11433,0
4,11434,0
4,11435,0
4,11438,0
4,11440,0
4,11441,0
4,11443,0
4,11444,0
4,11447,0
4,11448,0
4,11449,0
4,11450,0
4,11451,0
4,11452,0
4,11459,0
4,11461,0
4,11464,0
4,11465,0
4,11468,0
4,11470,0
4,11471,0
4,11472,0
4,11474,0
4,11475,0
4,11477,0
4,11479,0
4,11480,0
4,11481,0
4,11482,0
4,11484,0
4,11486,0
4,11487,0
4,11488,0
4,11489,0
4,11490,0
4,11491,0
4,11492,0
4,11495,0
4,11496,0
4,11497,0
4,11498,0
4,11499,0
4,11500,0
4,11501,0
4,11502,0
4,11504,0
4,11512,0
4,11513,0
4,11514,0
4,11515,0
4,11516,0
4,11517,0
4,11518,0
4,11519,0
4,11520,0
4,11522,0
4,11529,0
4,11532,0
4,11533,0
4,11534,0
4,11535,0
4,11536,0
4,11537,0
4,11538,0
4,11539,0
4,11540,0
4,11541,0
4,11542,0
4,11544,0
4,11545,0
4,11546,0
4,11548,8
4,11549,8
4,11550,8
4,11551,8
4,11552,8
4,11553,8
4,11554,8
4,11555,8
4,11556,8
4,11564,8
4,11565,8
4,11566,8
4,11567,8
4,11568,8
4,11569,8
4,11571,8
4,11572,8
4,11576,8
4,11592,8
4,11593,8
4,11595,8
4,11596,8
4,11600,8
4,11601,8
4,11602,8
4,11603,8
4,11604,8
4,11605,8
4,11606,8
4,11607,8
4,11608,8
4,11609,8
4,11610,8
4,11611,8
4,11614,8
4,11615,8
4,11622,8
4,11624,8
4,11625,8
4,11628,8
4,11629,8
4,11630,8
4,11632,8
4,11634,8
4,11636,8
4,11637,8
4,11639,8
4,11640,8
4,11641,8
4,11642,8
4,11643,8
4,11647,8
4,11648,8
4,11650,8
4,11651,8
4,11652,8
4,11655,8
4,11656,8
4,11657,8
4,11658,8
4,11666,8
4,11668,8
4,11669,8
4,11670,8
4,11671,8
4,11674,8
4,11676,8
4,11677,8
4,11682,8
4,11684,8
4,11685,8
4,11686,8
4,11687,8
4,11688,8
4,11689,8
4,11690,8
4,11691,8
4,11692,8
4,11694,8
4,11695,8
4,11697,8
4,11698,8
4,11699,8
4,11700,8
4,11701,8
4,11702,8
4,11704,8
4,11705,8
4,11717,8
4,11720,8
4,11722,8
4,11727,8
4,11728,8
4,11730,8
4,11731,8
4,11732,8
4,11733,8
4,11735,8
4,11736,8
4,11737,8
4,11739,8
4,11740,0
4,11743,0
4,11744,0
4,11745,0
4,11746,0
4,11747,0
4,11749,0
4,11750,0
4,11752,0
4,11753,0
4,11754,0
4,11757,0
4,11758,0
4,11761,0
4,11763,0
4,11764,0
4,11765,0
4,11766,0
4,11767,0
4,11768,0
4,11769,0
4,11770,0
4,11771,0
4,11772,0
4,11773,0
4,11774,0
4,11775,0
4,11776,0
4,11777,0
4,11778,0
4,11781,0
4,11782,0
4,11783,0
4,11784,0
4,11785,0
4,11787,0
4,11789,0
4,11790,0
4,11792,0
4,11793,0
4,11796,0
4,11797,0
4,11798,0
4,11799,0
4,11800,0
4,11801,0
4,11803,0
4,11804,0
4,11806,0
4,11807,0
4,11808,0
4,11810,0
4,11811,0
4,11812,0
4,11813,0
4,11814,0
4,11815,0
4,11816,0
4,11818,0
4,11819,0
4,11820,0
4,11821,0
4,11826,0
4,11827,0
4,11828,0
4,11829,0
4,11830,0
4,11831,0
4,11832,0
4,11833,0
4,11834,0
4,11835,0
4,11836,0
4,11837,0
4,11838,0
4,11839,0
4,11840,0
4,11841,0
4,11842,0
4,11843,0
4,11844,0
4,11845,0
4,11846,0
4,11847,0
4,11848,0
4,11849,0
4,11850,0
4,11851,0
4,11852,2
4,11853,4
4,11854,2
4,11855,2
4,11856,5
4,11857,5
4,11858,4
4,11859,4
4,11861,2
4,11863,5
4,11933,2
5,11287,2
5,11298,2
5,11302,3
5,11303,5
5,11304,3
5,11305,2
5,11306,4
5,11307,2
5,11308,2
5,11350,5
5,11352,0
5,11354,0
5,11358,0
5,11363,0
5,11364,0
5,11370,0
5,11409,0
5,11416,0
5,11418,0
5,11419,0
5,11421,0
5,11423,0
5,11425,0
5,11426,0
5,11428,0
5,11429,0
5,11430,0
5,11431,0
5,11432,0
5,11433,0
5,11434,0
5,11435,0
5,11438,0
5,11440,0
5,11441,0
5,11443,0
5,11444,0
5,11447,0
5,11448,0
5,11449,0
5,11450,0
5,11451,0
5,11452,0
5,11459,0
5,11461,0
5,11464,0
5,11465,0
5,11468,0
5,11470,0
5,11471,0
5,11472,0
5,11474,0
5,11475,0
5,11477,0
5,11479,0
5,11480,0
5,11481,0
5,11482,0
5,11484,0
5,11486,0
5,11487,0
5,11488,0
5,11489,0
5,11490,0
5,11491,0
5,11492,0
5,11495,0
5,11496,0
5,11497,0
5,11498,0
5,11499,0
5,11500,0
5,11501,0
5,11502,0
5,11504,0
5,11512,0
5,11513,0
5,11514,0
5,11515,0
5,11516,0
5,11517,0
5,11518,0
5,11519,0
5,11520,0
5,11522,0
5,11529,0
5,11532,0
5,11533,0
5,11534,0
5,11535,0
5,11536,0
5,11537,0
5,11538,0
5,11539,0
5,11540,0
5,11541,0
5,11542,0
5,11544,0
5,11545,0
5,11546,0
5,11548,0
5,11549,0
5,11550,0
5,11551,0
5,11552,0
5,11553,0
5,11554,0
5,11555,0
5,11556,0
5,11564,0
5,11565,0
5,11566,0
5,11567,0
5,11568,0
5,11569,0
5,11571,0
5,11572,0
5,11576,0
5,11592,0
5,11593,0
5,11595,0
5,11596,0
5,11600,0
5,11601,0
5,11602,0
5,11603,0
5,11604,0
5,11605,0
5,11606,0
5,11607,0
5,11608,0
5,11609,0
5,11610,0
5,11611,0
5,11614,0
5,11615,0
5,11622,0
5,11624,0
5,11625,0
5,11628,0
5,11629,0
5,11630,0
5,11632,0
5,11634,0
5,11636,0
5,11637,0
5,11639,0
5,11640,0
5,11641,0
5,11642,0
5,11643,0
5,11647,0
5,11648,0
5,11650,0
5,11651,0
5,11652,0
5,11655,0
5,11656,0
5,11657,0
5,11658,0
5,11666,0
5,11668,0
5,11669,0
5,11670,0
5,11671,0
5,11674,0
5,11676,0
5,11677,0
5,11682,0
5,11684,0
5,11685,0
5,11686,0
5,11687,0
5,11688,0
5,11689,0
5,11690,0
5,11691,0
5,11692,0
5,11694,0
5,11695,0
5,11697,0
5,11698,0
5,11699,0
5,11700,0
5,11701,0
5,11702,0
5,11704,0
5,11705,0
5,11717,0
5,11720,0
5,11722,0
5,11727,0
5,11728,0
5,11730,0
5,11731,0
5,11732,0
5,11733,0
5,11735,0
5,11736,0
5,11737,0
5,11739,8
5,11740,8
5,11743,8
5,11744,8
5,11745,8
5,11746,8
5,11747,8
5,11749,8
5,11750,8
5,11752,8
5,11753,8
5,11754,8
5,11757,8
5,11758,8
5,11761,8
5,11763,8
5,11764,8
5,11765,8
5,11766,8
5,11767,8
5,11768,8
5,11769,8
5,11770,8
5,11771,8
5,11772,8
5,11773,8
5,11774,8
5,11775,8
5,11776,8
5,11777,8
5,11778,8
5,11781,8
5,11782,8
5,11783,8
5,11784,8
5,11785,8
5,11787,8
5,11789,8
5,11790,8
5,11792,8
5,11793,8
5,11796,8
5,11797,8
5,11798,8
5,11799,8
5,11800,8
5,11801,8
5,11803,8
5,11804,8
5,11806,8
5,11807,8
5,11808,8
5,11810,8
5,11811,8
5,11812,8
5,11813,8
5,11814,8
5,11815,8
5,11816,8
5,11818,8
5,11819,8
5,11820,8
5,11821,8
5,11826,8
5,11827,8
5,11828,8
5,11829,8
5,11830,8
5,11831,8
5,11832,8
5,11833,8
5,11834,8
5,11835,8
5,11836,8
5,11837,8
5,11838,8
5,11839,8
5,11840,8
5,11841,8
5,11842,8
5,11843,8
5,11844,8
5,11845,8
5,11846,8
5,11847,8
5,11848,8
5,11849,8
5,11850,8
5,11851,8
5,11852,2
5,11853,2
5,11854,5
5,11855,3
5,11856,4
5,11857,4
5,11858,4
5,11859,3
5,11861,2
5,11863,5
5,11933,2
6,11287,5
6,11298,5
6,11302,5
6,11303,5
6,11304,5
6,11305,5
6,11306,5
6,11307,3
6,11308,4
6,11350,4
6,11352,8
6,11354,8
6,11358,8
6,11363,8
6,11364,8
6,11370,8
6,11409,8
6,11416,8
6,11418,8
6,11419,8
6,11421,8
6,11423,8
6,11425,8
6,11426,8
6,11428,8
6,11429,8
6,11430,8
6,11431,8
6,11432,8
6,11433,8
6,11434,8
6,11435,8
6,11438,8
6,11440,8
6,11441,8
6,11443,8
6,11444,8
6,11447,8
6,11448,8
6,11449,8
6,11450,8
6,11451,8
6,11452,8
6,11459,8
6,11461,8
6,11464,8
6,11465,8
6,11468,8
6,11470,8
6,11471,8
6,11472,8
6,11474,8
6,11475,8
6,11477,8
6,11479,8
6,11480,8
6,11481,8
6,11482,8
6,11484,8
6,11486,8
6,11487,8
6,11488,8
6,11489,8
6,11490,8
6,11491,8
6,11492,8
6,11495,8
6,11496,8
6,11497,8
6,11498,8
6,11499,8
6,11500,8
6,11501,8
6,11502,8
6,11504,8
6,11512,8
6,11513,8
6,11514,8
6,11515,8
6,11516,8
6,11517,8
6,11518,8
6,11519,8
6,11520,8
6,11522,8
6,11529,8
6,11532,8
6,11533,8
6,11534,8
6,11535,8
6,11536,8
6,11537,8
6,11538,8
6,11539,8
6,11540,8
6,11541,8
6,11542,8
6,11544,8
6,11545,8
6,11546,8
6,11548,8
6,11549,0
6,11550,0
6,11551,0
6,11552,0
6,11553,0
6,11554,0
6,11555,0
6,11556,0
6,11564,0
6,11565,0
6,11566,0
6,11567,0
6,11568,0
6,11569,0
6,11571,0
6,11572,0
6,11576,0
6,11592,0
6,11593,0
6,11595,0
6,11596,0
6,11600,0
6,11601,0
6,11602,0
6,11603,0
6,11604,0
6,11605,0
6,11606,0
6,11607,0
6,11608,0
6,11609,0
6,11610,0
6,11611,0
6,11614,0
6,11615,0
6,11622,0
6,11624,0
6,11625,0
6,11628,0
6,11629,0
6,11630,0
6,11632,0
6,11634,0
6,11636,0
6,11637,0
6,11639,0
6,11640,0
6,11641,0
6,11642,0
6,11643,0
6,11647,0
6,11648,0
6,11650,0
6,11651,0
6,11652,0
6,11655,0
6,11656,0
6,11657,0
6,11658,0
6,11666,0
6,11668,0
6,11669,0
6,11670,0
6,11671,0
6,11674,0
6,11676,0
6,11677,0
6,11682,0
6,11684,0
6,11685,0
6,11686,0
6,11687,0
6,11688,0
6,11689,0
6,11690,0
6,11691,0
6,11692,0
6,11694,0
6,11695,0
6,11697,0
6,11698,0
6,11699,0
6,11700,0
6,11701,0
6,11702,0
6,11704,0
6,11705,0
6,11717,0
6,11720,0
6,11722,0
6,11727,0
6,11728,0
6,11730,0
6,11731,0
6,11732,0
